id	question1	question2	pre_label
4466	对女方和子女财产权益的保护措施有哪些？	法律保护妇女在家庭里的权益有哪些	0
4467	民间借贷中借款人提前还款时，应当如何支付利息	贷款要是 提前还款 利息就不用支付了 是吗？	0
4468	涉外离婚怎么争取孩子抚养权？	涉外离婚子女抚养权如何确定归属，有哪些法律	0
4469	保管人发现仓储物变质或损坏的，应当如何处理	我作为保管人发现仓储物变质或损坏，我应该怎么解决	1
4470	无配偶男子收养女孩有什么限制条件	收养法对无配偶男性收养女性有何特殊条件限制	1
4471	按照审判监督程序重新审判的案件应该在多长时间内审结？	重新审判的案件按照审判监督程序规定多久需要审结？	1
4472	医疗事故被害人家属可以要求精神损害赔偿吗？	医疗事故致死怎么办，不属于医疗事故就不赔偿吗	0
4473	保外就医的程序怎样？	办理保外就医需要走哪些流程？	1
4474	夫妻双方婚后能否使自己的姓名？	我自己有名字，结婚之后要跟随丈夫的姓名吗？	1
4475	订立合同后没法履行构成合同诈骗么？	房屋租赁合同签定后对方拒不履行怎么办?	0
4476	公开审查的活动内容由谁笔录？谁来签字确认？	审查的活动内容由谁笔录及签名确认？	1
4477	行政机关强行解除行政协议造成损失，如何索取赔偿？	行政机关错误决定导致他人财产损害如何索赔	0
4478	有喝酒嗜好会不会影响争取孩子抚养权？	嗜酒成瘾的情况下对争取孩子抚养权有影响吗	1
4479	大学生在校内跳楼自杀，学校要赔偿吗？	有人跑到大学校园楼上自杀，学校有责任吗	1
4480	抽逃出资需要承担什么法律责任？	股东抽逃出资，债权人以何方为被告？	0
4481	怎样才能构成重婚罪？	重婚罪和婚外情一样吗	0
4482	无人认领的遗失物归谁所有？	如何理解“拾得遗失物属于原始取得”？	0
4483	公安机关没有证据就能抓人吗？	派出所有权抓人吗？	0
4484	公司设立后多久可以变更住所？	公司法中擅自变更住所责令限期改正的期限多少？	0
4485	哪些人会成为公益诉讼的被告？	公益诉讼的被告是谁？	1
4486	赠与是否可以附义务	附义务的赠与的效力是怎样的	0
4487	邻居违章搭建妨碍通风、采光，可以起诉维权吗？	邻居违建影响采光通风，要向什么部门投诉	0
4488	证据保全决定书的清单里有哪些内容？	证据保全决定书是由哪个部门决定的	0
4489	在道路上发生交通事故未造成人身伤亡的该如何进行处理	在道路上发生车祸了，车都撞烂了，庆幸没有人员伤亡，要怎么处理？	1
4490	租赁合同的承租人将租赁物转租给第三人后损失由第三人造成的，谁来赔偿损失？	谁来赔偿租赁合同的承租人将租赁物转租给第三人后被损坏的损失？	1
4491	离婚后一方发现另一方在婚姻存续期内与第三人生育子女的是否可以要求精神损害赔偿	婚姻存续期夫妻一方在外和别人生子的怎么定罪	0
4492	被申请强制执行拿不出财产会被拘留吗？	原告申请强制执行后,被告无财产可执行,法院该怎么办？	0
4493	赠与能不能附义务	赠与附义务合法吗？	1
4494	当事人是否有权知道笔迹鉴定结果？	笔迹鉴定我有权知道结果吗？?	1
4495	定作合同纠纷的解决方法有哪些？	有哪些办法可以解决定作合同纠纷的方法？	1
4496	有立功表现的犯人应该怎么量刑？	犯人有重大的立功表现，应该怎判罚？	1
4497	无偿帮工导致他人受伤，谁来赔偿？	帮工人致被帮工人受伤，是否应承担赔偿责任？	0
4498	重婚导致的婚姻无效的财产如何处理	婚姻无效怎么办，婚姻无效后财产怎么处理	0
4499	员工违约跳槽，没约定违约金也要赔偿培训费吗？	员工试用期跳槽，工资全部扣除违反法律那条规定？	0
4500	非全日制用工工资怎么计算？	如何计算非全日制用工工资和加班工资	0
4501	逾期办房产证，又过了诉讼时效，还可以起诉吗？	因逾期办房产证违约金，法院支持几年的	0
4502	认证机构出具虚假认证结论，使消费者的合法权益受到损害的，应当承担什么责任	因为认证机构出具的虚假认证结论，导致消费者的合法权益受到损害的，要承担什么责任	1
4503	用工单位是否应当对被派遣劳动者实行工资调整机制	用工单位应不应该在被派遣劳动者身上实行工资调整机制	1
4504	法定的无效婚姻情形已经消失的，还可以申请宣告婚姻无效吗	请问法定的无效婚姻情形已经消失的，能不能申请宣告婚姻无效	1
4505	误诊导致的医疗费用可以要求赔偿吗？	医疗纠纷赔偿要求	0
4506	出卖人一物多卖，买受人不能按照合同约定取得标的物所有权的，买受人是否可以追究出卖人违约责任	卖家把同一件商品出售给多个人，使得消费者没法如约获得商品所有权，那花钱买东西的这个人能追究卖方的违约责任吗	1
4507	消费者维权打官司，有啥要注意的？	消费者被侵权起诉商家和厂家需要什么材料？	0
4508	公益诉讼案件是否可以调解？	在公益诉讼案件中可以通过调节来解决么？	1
4509	双方都不要孩子，可以判给爷爷奶奶养吗？	离婚 有孩子俩个。可以判给一个人抚养吗？	0
4510	学校发现未成年人旷课、夜不归宿应该怎样做？	未成年人在学校中旷课、夜不归宿是违法行为吗?	0
4511	公司章程是否可以随意规定董事会的议事方式和表决程序？	公司章程可以随意规定董事会的议事方式和表决程序么	1
4512	实际施工人可以向谁追讨工程款？	实际施工人可以申请法律援助要工程款吗?	0
4513	遗嘱人生前的行为与遗嘱的意思表示相反，该遗嘱是否有效	怎样写的遗嘱才是有效遗嘱？	0
4514	请产假的流程	申请休产假怎么走流程	1
4515	私自向外国人出售、赠送珍贵文物的行为是否构成犯罪？	贩卖一般的文物到国外犯法吗？	1
4516	设立合伙企业应当具备什么条件，如何办理设立登记手续？	申请设立合伙企业应必备件和登记流程是什么	1
4517	找运输公司还是旅游公司赔偿旅游过程发生的交通事故？	旅游过程发生交通事故，是找运输公司赔偿还是旅游公司	1
4518	饮酒后或者醉酒驾驶机动车发生重大交通事故，构成犯罪的该如何进行处罚	饮酒后或者醉酒驾驶机动车发生重大交通事故，构成犯罪的该如何进行奖励	0
4519	遭遇家暴可以获得赔偿吗？	遭遇家庭暴力怎么办	0
4520	失信被执行人已经履行了义务，为什么还显示为失信人？	失信被执行人已经履行义务,为何还是办不了信用卡?	0
4521	有限责任公司对注册资本有什么要求？	现在成立有限责任公司的条件是什么	1
4522	上市公司遭遇了信用风险，股东可以临时抛售股票吗？	什么时候大股东抛售股票，在抛售后会使价格下跌么?	0
4523	宅基地使用权人是否可以在该土地建造住宅及其附属设施	我是宅基地主人，我在该土地建造住宅及其附属设施可以吗	1
4524	如何起草民事起诉状？	上诉民事起诉状需注意什么	0
4525	他人追打牲畜致死，可以要求间接损失吗？	他人追打牲畜导致死亡，可以要求间接损失吗？	1
4526	农村房屋拆迁怎么补偿？	非法摧毁农村房屋的怎么赔偿	0
4527	最高人民检察院禁酒令有哪些内容？	最高人民检察院禁酒令有什么作用？	0
4528	公开审查程序是什么？	谁公开谁审查事前审查全面审查和依法审查	0
4529	依照企业破产法规定进行重整的，用人单位是否可以裁减人员	依照企业破产法规定进行重整的，用人单位裁减人员需要给赔偿金吗	0
4530	未签订借款合同发生纠纷的要去哪里起诉？	合同案件纠纷发生后到哪里法院起诉？	0
4531	对药品的抽查检验有特殊要求吗？	食品检验机构对人员有什么特殊要求	0
4532	申请劳动仲裁需要什么证件及证据材料？	我该要准备什么证件及证据材料才能申请劳动仲裁？	1
4533	车辆发生交通事故后逃逸的，事故现场目击人员和其他知情人员能否举报？	我看到别人开车撞到别人后逃跑了，我可以举报他吗？	1
4534	证人可以同时为原告和被告作证吗？	人证和证人证言是一回事吗？	0
4535	作为被执行人，我有哪些义务？	失信被执行人已经全部履行,多久才可以把名字删除？	0
4536	实用新型专利被侵权要承担什么责任？	如何应对专利侵权纠纷，哪些情况不承担专利侵权责任	0
4537	哪些出口货物不能退（免）税？	国家明确规定不予退(免)增值税的货物 有哪些	1
4538	法定继承与遗嘱或遗赠扶养协议并存的情况下如何处理	同时存在遗赠 遗赠扶养协议 哪个优先？	1
4539	行政公益诉讼中被告是谁？	谁有权利可以申请行政公益诉讼？	0
4540	行政复议制度与行政诉讼制度是什么关系？	如何加强行政复议与行政诉讼制度衔接	0
4541	赠与人的继承人或法定代理人的撤销权行使期限如何确定	赠与人的继承人或法定代理人的撤销权行使地点如何确定	0
4542	一方写的婚内保证书有效吗？	没有经过公证的婚内保证书有效吗？可以否认吗	0
4543	公司车保险到期没有续保，员工开车出车祸，谁承担赔偿责任？	公司车保险到期未续保时出交通事故，公司是不是应该负全责？	0
4544	用人单位不交社保，劳动者可向哪个部门投诉	单位不交社保该怎么办	0
4545	注册资本跟注册资金有何区别？	注册资本和注册资金的不同之处	1
4546	是否有同意适用简易程序的权利？	对简易程序是否有权利同意适用	1
4547	进口的食品、食品添加剂是否应当随附合格证明材料	进口的食物、食物添加剂是不是应该随之附上合格证明的材料	1
4548	偷税罪是如何判刑的？	偷税漏税的罪行如何判	1
4549	简述证券交易所公告证券交易行情步骤？	请问我国证券交易所公布证券交易行情流程	1
4550	盗窃的追诉时间多久？	盗窃案审理多长时间	0
4551	婚姻法禁止的行为包含哪些	我国《婚姻法》中“禁止家庭暴力”的主要内容有哪些	0
